QuestionId,QuestionTitle,QuestionBody,QuestionTags,AnswerId,AnswerBody
"73295093","How to draw a use-case diagram for the given context?","<p>Given the following description of a tracking request to DHL</p>
<blockquote>
<p>In the age of Corona, we order many things online. The delivery does not
always work out as planned, so we are interested in getting (more) information
about the delivery.<br />
<br />
The DHL packet service has a comprehensive web service where it
provides information on shipping and receiving packages. Among
other things, page visitors can search for contact information on
the DHL webservice. Another option is to contact DHL via a chat.
Requests in the chat are answered automatically by a DHL AI, one
instance of the DHL webservice. A visitor can send a request (via
the chat), which includes also entering the consignment number of
the package to the DHL AI. Then, in order to get information about
the shipment, the visitor needs to authenticate in the webservice,
which promotes the visitor to a customer and the DHL AI is allowed
to reply to the chat request. In case the DHL AI cannot answer the
request, it forwards the request to a DHL employee. To shorten the
waiting time the customer can optionally contact the DHL employee
via phone.</p>
</blockquote>
<p>How to draw the use-case diagram? Is this correct:
<a href=""https://i.stack.imgur.com/qF8l1.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/qF8l1.png"" alt=""enter image description here"" /></a></p>
<p>and how would I model the &quot;... optionally contact the DHL employee via phone&quot; use case? Would this use case extend the forward request use case? Can we then just associate the customer with the extended use case like this</p>
<p><a href=""https://i.stack.imgur.com/MuNOk.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/MuNOk.png"" alt=""Use-case diagram extended"" /></a></p>
<p>but then wouldnt the &quot;contact DHL via chat&quot; include the &quot;send request&quot; use case?</p>
","<uml><use-case><requirements><use-case-diagram>","73297684","<p>A use case normally should correspond to a user goal, and unless it's an extension, it should also make sense independently of other use-cases. In this regard:</p>
<ul>
<li><code>Reply to request</code>  does not make any sense on its own.  So this &quot;use case&quot; is probably a detail of the use-case <code>Contact DHL</code>.  The DHL AI would then be a secondary actor of the <code>Contact DHL</code> use-case.</li>
<li><code>Send request</code> seems likewise to be a detail of how to contact the DHL agent.</li>
<li>Details such as <code>Enter consignment number</code> or <code>send request</code> are user interface detail.  Use-case should not be used to model user-interface. This is a design topic, and putting it in the use-case would force to use one specific user-interface approach without considering better alternatives.</li>
<li>Authenticate is not a use-case.  It's a constraint.  Imagine that you have a system with Single Sign On (SSO):  an authentication use case would then make no sense since there is no interaction with an actor to achieve it.</li>
</ul>
<p>So keep the use-case as simple as possible:</p>
<ul>
<li>if you start to think about the details of the scenario, and successive steps, you're no longer modeling a use-case, but a control flow:  use an activity diagram fro this level of detail.</li>
<li>if you start to take a use-case and then decompose it into smaller cases based on the narrative,  there are big chances that you'll be mislead to do functional decomposition.  This is not recommended for use-cases, since it leads to very detailed diagrams.</li>
</ul>
<p>Now to the optional use-case: optional typically suggest to use an extension.  But does <code>Contact by phone</code> really extend the <code>Contact via chat</code>?  I believe these two forms of contact are two different things.  I therefore see two approaches:</p>
<ol>
<li>Just make a use-case <code>Contact DHL</code>  and in the description of this use-case you explain that the contact can be via Phone or via Chat. This is my favourite approach.</li>
<li>Make a use-case <code>Contact DHL</code> for the general case.  Make to specialisations <code>Contact DHL by chat</code> and <code>Contact DHL by phone</code> that each could implement the general case as best fits.  This approach is more complicated, but it allows to take into account more fundamental differences between the specialisations, such as the fact that an AI actor is involved in the chat and a human operator is involved on the phone.</li>
</ol>
"
"73269786","APK crash after converting with Buildozer","<p>After I convert Python To APK using Buildozer my APK file crashes
is there something wrong in my requirements line
requirements = python3,kivy,kivymd,psutil,speedtest,pillow</p>
<pre><code>import datetime
import threading
import random
from time import sleep
import psutil
import speedtest
from kivymd.app import MDApp
from kivy.lang import Builder
from kivy.core.window import Window
from kivy.uix.screenmanager import ScreenManager, Screen
from get_size import get_size
from get_size_bits import get_size_bits
from kivymd.uix.list import OneLineListItem, TwoLineListItem, MDList
</code></pre>
","<kivy><apk><kivymd><buildozer><requirements>","73269964","<p>You can use ADB to debug your APK file and see what is causing it to crash.</p>
<p>Android Debug Bridge is a tool that helps you debug Android based devices. The daemon on the Android device connects to the server on the host PC via USB.</p>
<p>You need to enable USB debugging on your Android device if you want to connect it to a computer and use it for development purposes. To do this, you need to enter the &quot;Developer Settings&quot; window and enable the USB debugging option. Once you have done this, you can connect your Android device to your computer using a USB cable.</p>
"
"73269786","APK crash after converting with Buildozer","<p>After I convert Python To APK using Buildozer my APK file crashes
is there something wrong in my requirements line
requirements = python3,kivy,kivymd,psutil,speedtest,pillow</p>
<pre><code>import datetime
import threading
import random
from time import sleep
import psutil
import speedtest
from kivymd.app import MDApp
from kivy.lang import Builder
from kivy.core.window import Window
from kivy.uix.screenmanager import ScreenManager, Screen
from get_size import get_size
from get_size_bits import get_size_bits
from kivymd.uix.list import OneLineListItem, TwoLineListItem, MDList
</code></pre>
","<kivy><apk><kivymd><buildozer><requirements>","73270489","<p>According to buildozer documentation you can use</p>
<pre><code>buildozer android deploy run logcat
</code></pre>
<p>this command can help you directly deploy to the android device and see the logcat in order to see what is crashing. Read all details <a href=""https://buildozer.readthedocs.io/en/latest/quickstart.html#run-my-application"" rel=""nofollow noreferrer"">here</a>.</p>
<p>Additionally, buildozer is based on python for android so you can also see if any of that troubleshooting help you to identify the crash
<a href=""https://python-for-android.readthedocs.io/en/latest/troubleshooting/"" rel=""nofollow noreferrer"">https://python-for-android.readthedocs.io/en/latest/troubleshooting/</a></p>
"
"73255403","Can an animal be an actor in use case diagram?","<p>I am developing a use case diagram for dog veterinary. However, I was confused that whether I should use dog as an actor or not as it cannot communicate with the system. However, everything that system does is totally dependent on dog like, checking, giving injections e.t.c.</p>
","<uml><software-design><use-case><requirements><use-case-diagram>","73255600","<p>I would suppose it to be a <em>secondary actor</em>. That means it will take part in a use case but not starting it. You can leave it simply out or if you intend to differntiate between different animals you can also use general forms (like <em>mamal</em>).</p>
<p>Indeed an actor is someone/thing that gets added value from the system under consideration. I would think that a pet feeding has also an animal as primary actor. Probably not the case here, but just think of who gets the added value: that's an (primary) actor.</p>
"
"73255403","Can an animal be an actor in use case diagram?","<p>I am developing a use case diagram for dog veterinary. However, I was confused that whether I should use dog as an actor or not as it cannot communicate with the system. However, everything that system does is totally dependent on dog like, checking, giving injections e.t.c.</p>
","<uml><software-design><use-case><requirements><use-case-diagram>","73255771","<h2>What is an actor?</h2>
<p>The key is to define precisely the system under consideration (called the <em><strong>subject</strong></em> in UML-speak), since this determines what is or is not an actor:</p>
<blockquote>
<p>Each UseCase specifies some behavior that a <em><strong>subject</strong></em> can perform <em><strong>in collaboration with</strong></em> one or more <strong>Actors</strong>.<br />
(...) An <strong>Actor</strong> models a type of role played by an entity that <em><strong>interacts with the subjects</strong></em> of its associated UseCases (e.g., by exchanging signals and data). Actors may represent roles played by human users, external hardware, or other systems.</p>
</blockquote>
<p>A more general requirement analysis concept is the <em><strong>stakeholder</strong></em>.  All the actors are stakeholders, but there may be stakeholders that are not be actors, for example, if they benefit from a system indirectly.</p>
<h2>Is the dog an actor?</h2>
<p>It depends on the system under consideration.  The main cases are:</p>
<ul>
<li><p>The system is an <strong>app only used by the veterinary</strong>: the dog is <strong>not an actor</strong>.  The system supports the veterinary to achieve his/her goals.  There is no direct interaction between the dog and the system (except by accident, if he jumps on the keyboard). The dog nevertheless benefits indirectly from the system, so you may consider it as a stakeholder (should not be represented on the diagram)</p>
</li>
<li><p>The system is composed of a veterinary <strong>app and equipment that exchanges signals with the dog</strong> (e.g. microphone for AI barking analysis, camera, cardiovascular monitoring electrodes, echographic scanner...). The dog is an actor, even if the dog is passive in the interaction and does not realise that there is a computer involved. The dog is a <strong>secondary actor</strong> because the use-case supports primarily the goals of the veterinary.</p>
</li>
<li><p>The system is the <strong>veterinary clinic</strong>:  You are then making a <strong>business analysis</strong>.  The dog owner would be a primary actor, since he/she interacts with the clinic for achieving his/her goals, i.e. keeping his/her best companion in good health.  The dog would be a secondary actor since it would also interact with the clinic for the use-cases of the owner (wilfully or not). But in such an analysis, the veterinary would be part of the system under consideration and not an actor.</p>
</li>
</ul>
<p>In view of the wording of your question, you're most probably in the first case.</p>
"
"73242470","Transform conda-generated requirements.txt file to a format that works with pip","<p>My goal is to transform conda generated requirement.txt files to .txt files that can be used with pip. I know about the requirement.txt files that are conda generated but I am working on a cluster and can't use conda.</p>
<ol>
<li>Is there any procedure that can transform such files into files that are pip compatible?</li>
<li>Is there a set of rules that would allow me to decompose manually the conda generated requirement.txt files into pip compatible requirement.txt files? For example, if the following line is present in the (conda generated) requirements.txt file,</li>
</ol>
<p><em>python3-sklearn-lib=0.18-5~pn0</em></p>
<p>I know that</p>
<ol>
<li>&quot;=&quot; should become &quot;==&quot;,</li>
<li>&quot;python3-&quot; should disappear</li>
<li>&quot;sklearn&quot; should become &quot;scikit-learn&quot;</li>
</ol>
<p>But I don't know in this example what is the signification of &quot;~pn0&quot; and how I should &quot;translate&quot; that for the pip requirements.txt file.</p>
<p>I am aware of the question addressed <a href=""https://stackoverflow.com/questions/48787250/set-up-virtualenv-using-a-requirements-txt-generated-by-conda"">here</a> but my situation is different: I have the conda generated requirements.txt files and try to transform them into pip compatible files.</p>
","<pip><conda><requirements>","73252349","<p><strong>No and no.</strong> The relation between a Conda package name to the PyPI package name is effectively arbitrary since there are no formal rules for mapping them. Sometimes they are equal; sometimes they involve prefixes/suffixes like <code>py</code> or <code>python</code>, with and without hyphens. Further, many Conda packages are not Python packages. A trivial example is <code>python</code> itself. Since there is nothing in the metadata of the packages to indicate the PyPI equivalent (if any), it is impossible to determine this without an actual brute force iteration over all the packages to extract this mapping. Perhaps someone might generate such a database someday, but for now I am unaware of its existence.</p>
<p>If you must have a pip requirements file, then export that from the environment, as in <a href=""https://stackoverflow.com/q/50777849/570918"">this thread</a>. If you only have the file from Conda, but no environment, then the easiest path is probably to recreate the environment using Conda, then do the <code>pip list --format=freeze</code>.</p>
<p>I'd also note that I agree with the comments: it sounds like the question is solving the wrong problem. Conda is fully operational without elevated privileges and is almost ubiquitously used on HPC servers I use. Look into installing <a href=""https://github.com/conda-forge/miniforge#miniforge"" rel=""nofollow noreferrer"">Miniforge</a>.</p>
"
"73011599","How to Insert Work Item in a LiveDoc using web-service client api in Polarion?","<p>I have a question about the Polarion SDK API. I am trying to insert WorkItems in a LiveDoc using webservices api. The webservics have apis for creating a workitem within the doc/module or move item but there is no api for just inserting the existing workItem into the Live/doc/module. Is there any work around? Again, the question is about doing this task using webService client(which every user has access to) and not using servlet side IWorkItem interface.</p>
","<api><web-services><requirements><siemens><polarion>","73850908","<p>In the API you find the method:</p>
<pre><code>moveWorkItemToDocument
</code></pre>
<p>The Documentation states:</p>
<blockquote>
<p>Moves a Work Item to a specific position in a Document. If the Work
Item is not yet inside the Document it will be moved into the
Document. Modules are also supported.</p>
<p>@param <strong>workItemURI</strong> The URI of
the Work Item to be moved.</p>
<p>@param <strong>documentURI</strong> The URI of the Document.</p>
<p>@param <strong>parentWorkItemURI</strong> The URI of the parent Work Item or {@code
null} to insert it as the root.</p>
<p>@param <strong>position</strong> The desired position in the list of children or a value &lt; 0 to insert the Work Item at the end. (If the old and new parent are the same, then the moved Work Item is not counted.)</p>
<p>@param <strong>retainDocumentFlow</strong> {@code true} to retain the
position of the moved Work Item in the document flow, even if it means
changing the parent. {@code false} to keep the desired parent, even if
it means moving the Work Item to a different position.</p>
<p>@since 3.7.0</p>
</blockquote>
"
"72975638","Update my app in Google Play with significant changes","<p>Now my company wants to update app with significant changes.
In new app version will change absolutely whole design and internal logic (code).</p>
<p>Will the market allow such an application to be released? Wouldn't that be an intellectual property infringement?
I would like to see official links with information about it.</p>
","<android><google-play><requirements>","72975830","<p>Updating an app and completely replacing everything about it is fine.  Sometimes you rewrite apps, that's ok.  The only requirement is that the signing key remain the same, and the version code increase.</p>
<p>As for UP infringement-  if your company owned the original app, how would that even remotely be IP infringement?  You own the rights to the IP, that includes the right to no longer offer it for download, or for you to reuse the name for a new app.</p>
"
"72897880","how can I include a python wheel file stored in Jfrog pypi repository in a requirement.txt","<p>how can I include a python wheel file stored in our private Artifactory PyPI repository in a requirement.txt? Our Artifactory is self-hosted and not cloud</p>
<p>I have a python app packaged into a wheel file and pushed to self-hosted Jfrog server PyPI Artifactory. How can I include it in the requirement.txt file so that the wheel file can be downloaded from the Artifactory and installed it and other dependencies listed in the requirement.txt?</p>
<p>We want to build a docker image of the application but need the wheel file to be included in the requirement.txt</p>
","<python-3.x><dependencies><artifactory><pypi><requirements>","72898229","<p>Artifactory for python use a pypi repo so it work just like a regular pypi private server.</p>
<p>Official <a href=""https://www.jfrog.com/confluence/display/JFROG/PyPI+Repositories"" rel=""nofollow noreferrer"">Artifactory pypi guide</a></p>
<p>example from the doc:</p>
<pre><code>--index-url http://localhost:8081/artifactory/api/pypi/pypi-local/simple
PyYAML==3.11
argparse==1.2.1
frog-bar==0.2
frog-fu==0.2a
nltk==2.0.4
wsgiref==0.1.2
</code></pre>
<p>Be mindfull that for every different pypi repo you will need a new requirements file</p>
<p>The cleaner solution is to use pipenv with Pipfile and Pipfile.lock in this case, it allow you to have multiple pypi repo in the same file.</p>
"
"72771388","Versions not found when installing from requirements-file with pip in venv","<p>I want to make a 'copy' of my python virtual environment, which is a venv, in another directory (on a different machine) following <a href=""https://stackoverflow.com/questions/69113607/how-to-clone-a-venv-virtual-environment"">this post</a>. But I run into some problems for which I found no solution elsewhere and I don't know what happens:</p>
<p><strong>My steps:</strong>
I do <code>pip freeze &gt; venv_requirements.txt</code> and copy that file over to the other directory. There I make a new venv with <code>python3 -m venv ./venvLocal</code> and activate it. Next I run <code> python3 -m pip install -r venv_requirements.txt</code>.</p>
<p><strong>The problem:</strong> For multiple packages I get the error <code>Could not find a version that satisfies the requirement ... No matching distribution found for ...</code>.</p>
<p><strong>What I tried</strong>: 1. The version of pip in the original venv was older that the one in my new venv. I downgraded pip to the same version as the original, but the problem persisted, 2. I installed the packages for which the stated version could not be found by hand with <code>pip install ..</code>. The installation worked fine, but when running my code afterwards I got many error messages that modules are not found or that there are problems within the modules.</p>
<p><strong>Further:</strong> 1. <code>which pip</code> gives me (correctly) the one in my venv, 2. the original venv was created with exact the same command as the second one., 3. The original and new venv are on different (linux) machines, connected via ssh.</p>
","<python><pip><python-venv><requirements>","72773418","<p>I found the reason for the problems: It was an issue with the python version: While I updated python to the same version as on the machine with the original venv, I did not change the symlink (<a href=""https://phoenixnap.com/kb/upgrade-python"" rel=""nofollow noreferrer"">like eg. described here</a>) and thus the new environment had been made with the old python version.</p>
"
"72468099","pip install from GitHub source fails to install dependencies defined in repository's requirements.txt","<p>I'm trying to fully install a <a href=""https://github.com/dpriskorn/OpenAlexAPI"" rel=""nofollow noreferrer"">Github repository</a> in my package. The item is added properly to my <code>setup.cfg</code> file:</p>
<pre><code>install_requires =
    requests&gt;=2.27.0, &lt;3.0.0
    rich&gt;=12.3.0, &lt;13.0.0
    pydantic&gt;=1.9.0, &lt;2.0.0
    openalexapi @ git+https://github.com/dpriskorn/OpenAlexAPI.git@master#egg=openalexapi
</code></pre>
<p>A <code>pip install -e .</code> installs <code>openalexapi</code> but it does not pull the list of dependencies in their requirements.txt. As such, it fails to install <code>backoff</code> and returns the following error:</p>
<pre class=""lang-py prettyprint-override""><code>Python 3.10.0 (default, Oct  7 2021, 04:19:18) [Clang 10.0.0 ]
Type 'copyright', 'credits' or 'license' for more information
IPython 8.4.0 -- An enhanced Interactive Python. Type '?' for help.

In [1]: from openalexapi import works
---------------------------------------------------------------------------
ModuleNotFoundError                       Traceback (most recent call last)
Input In [1], in &lt;cell line: 1&gt;()
----&gt; 1 from openalexapi import works

File ~/codes/PPPL/promotion-analysis/venv/lib/python3.10/site-packages/openalexapi/__init__.py:7, in &lt;module&gt;
      4 import logging
      5 from typing import Optional, List
----&gt; 7 import backoff  # type: ignore
      8 import requests
      9 from pydantic import BaseModel, EmailStr
</code></pre>
<p>I know that one can do <code>pip install -r https://path/to/requirements.txt</code> but was wondering if there is a way to trigger pulling the dependencies automatically.</p>
","<python-3.x><pip><requirements>","72468245","<p>When not explicitly (<code>pip install -r requirements.txt</code>) asked <code>pip install</code> never implicitly uses <code>requirements.txt</code>.</p>
<p>Dependencies are listed in wheels' metadata or in source distributions in <code>setup.cfg</code>/<code>setup.py</code>. And BTW said metadata is generated from <code>setup.cfg</code>/<code>setup.py</code> which must explicitly read <code>requirements.txt</code>.</p>
<p>It's not the case with <code>openalexapi</code> code so the only way to use its <code>requirements.txt</code> is to do explicitly</p>
<pre><code>pip install -r https://raw.githubusercontent.com/dpriskorn/OpenAlexAPI/master/requirements.txt
</code></pre>
"
"72462732","meta.yaml: how to require one from a list of packages","<p>Is there a way to code a requirements section in a meta.yaml file where any one package from a list of choices will satisfy the requirement? This is where different packages provide the same needed capability and there is no reason to specify a particular choice.</p>
<p>In my case the conda svn package and the conga-forge subversion package provide the same tool and either is fine, but an analogous case would be where either PIL or Pillow would be required so I want to have something like:</p>
<pre><code>requirements:
  run:
    - python&gt;=3.7
    - pil or pillow
</code></pre>
<p>Is this possible?</p>
","<python><conda><requirements><conda-build>","72465317","<p>The closest thing to this is <a href=""https://docs.conda.io/projects/conda-build/en/latest/resources/variants.html"" rel=""nofollow noreferrer""><em>build variants</em></a>. This would entail issuing a separate build for each variant. Setting aside that the example here is contrived (<code>pil</code> is outdated and only available for Python 2.7 on Conda), but it'd be something</p>
<p><strong>conda_build_config.yaml</strong></p>
<pre><code>pil_variant:
  - pil
  - pillow
</code></pre>
<p><strong>meta.yaml</strong></p>
<pre class=""lang-yaml prettyprint-override""><code>requirements:
  run:
    - python&gt;=3.7
    - {{ pil_variant }}
</code></pre>
"
